time,price
19:28:15,200.42
19:28:17,200.42
19:28:19,200.42
19:28:21,200.42
19:28:23,200.42
19:28:25,200.42
19:28:27,200.42
19:28:29,200.42
19:28:30,200.42
19:28:32,200.42
19:28:34,200.42
19:28:36,200.42
19:28:38,200.42
19:28:40,200.42
19:28:42,200.42
19:28:44,200.42
